getPopulationofCountry,"French Guiana",4,4,189578,OK,0,83,167,327,1758219873616,1758219873973
getPopulationofCountry,Seychelles,1,1,48029,OK,0,81,163,194,1758219873987,1758219874181
getPopulationofCountry,Canada,1,1,31731367,OK,0,82,164,188,1758219874182,1758219874371
getPopulationofCountry,"Equatorial Guinea",2,2,447039,OK,0,81,162,207,1758219874375,1758219874582
getPopulationofCountry,"Equatorial Guinea",2,,447039,CACHE_HIT,0,0,0,0,1758219874583,1758219874588
getPopulationofCountry,Tokelau,4,4,1070,OK,0,80,161,188,1758219874594,1758219874782
getPopulationofCountry,Swaziland,1,1,276340,OK,0,82,164,188,1758219874783,1758219874972
getPopulationofCountry,Swaziland,1,,276340,CACHE_HIT,0,0,0,0,1758219874974,1758219874975
getPopulationofCountry,Swaziland,1,,276340,CACHE_HIT,0,0,0,0,1758219874977,1758219874977
getPopulationofCountry,Palau,4,4,30376,OK,0,82,164,195,1758219874980,1758219875176
getPopulationofCountry,Uganda,4,4,3645095,OK,0,81,163,199,1758219875178,1758219875378
getPopulationofCountry,Uganda,4,,3645095,CACHE_HIT,0,0,0,0,1758219875379,1758219875379
getPopulationofCountry,Kenya,2,2,7571439,OK,0,80,161,186,1758219875380,1758219875566
getPopulationofCountry,Chad,4,4,1680347,OK,0,81,163,187,1758219875567,1758219875755
getPopulationofCountry,Guatemala,3,3,6340891,OK,0,82,163,207,1758219875758,1758219875965
getPopulationofCountry,Ukraine,4,4,32847337,OK,0,82,164,189,1758219875966,1758219876156
getPopulationofCountry,Ukraine,4,,32847337,CACHE_HIT,0,0,0,0,1758219876158,1758219876159
getPopulationofCountry,Ukraine,4,,32847337,CACHE_HIT,0,0,0,0,1758219876161,1758219876161
getPopulationofCountry,Ukraine,4,,32847337,CACHE_HIT,0,0,0,0,1758219876163,1758219876163
getPopulationofCountry,Paraguay,4,4,3988332,OK,0,81,164,196,1758219876166,1758219876363
getPopulationofCountry,Tokelau,4,,1070,CACHE_HIT,0,0,0,0,1758219876365,1758219876365
getPopulationofCountry,Bhutan,1,1,233433,OK,0,83,165,196,1758219876367,1758219876564
getPopulationofCountry,Guatemala,2,2,6340891,OK,0,82,165,198,1758219876567,1758219876765
getPopulationofCountry,Guatemala,2,,6340891,CACHE_HIT,0,0,0,0,1758219876767,1758219876767
getPopulationofCountry,Comoros,4,4,361020,OK,0,80,163,197,1758219876769,1758219876967
getPopulationofCountry,Honduras,2,2,3328228,OK,0,82,163,188,1758219876968,1758219877156
getPopulationofCountry,Honduras,2,,3328228,CACHE_HIT,0,0,0,0,1758219877158,1758219877158
getPopulationofCountry,Honduras,2,,3328228,CACHE_HIT,0,0,0,0,1758219877160,1758219877160
getPopulationofCountry,Brazil,3,3,134594036,OK,0,83,165,197,1758219877162,1758219877360
getPopulationofCountry,Peru,5,5,21079844,OK,0,84,166,205,1758219877363,1758219877568
getPopulationofCountry,Peru,5,,21079844,CACHE_HIT,0,0,0,0,1758219877570,1758219877570
getPopulationofCountry,Tajikistan,3,3,1907246,OK,0,82,164,196,1758219877572,1758219877769
getPopulationofCountry,Poland,4,4,29145131,OK,0,83,166,197,1758219877773,1758219877970
getPopulationofCountry,Togo,5,5,1565638,OK,0,82,165,196,1758219877972,1758219878169
getPopulationofCountry,Peru,2,2,21079844,OK,0,83,165,195,1758219878170,1758219878367
getPopulationofCountry,Peru,2,,21079844,CACHE_HIT,0,0,0,0,1758219878368,1758219878369
getPopulationofCountry,Peru,2,,21079844,CACHE_HIT,0,0,0,0,1758219878370,1758219878371
getPopulationofCountry,Peru,2,,21079844,CACHE_HIT,0,0,0,0,1758219878372,1758219878373
getPopulationofCountry,Guyana,2,2,369776,OK,0,81,164,196,1758219878375,1758219878571
getPopulationofCountry,Guadeloupe,5,5,374575,OK,0,81,162,193,1758219878573,1758219878766
getPopulationofCountry,Guadeloupe,3,3,374575,OK,0,83,165,189,1758219878767,1758219878957
getPopulationofCountry,Nepal,4,4,3989252,OK,0,81,162,194,1758219878960,1758219879155
getPopulationofCountry,Nepal,4,,3989252,CACHE_HIT,0,0,0,0,1758219879156,1758219879156
getPopulationofCountry,Japan,3,3,100848918,OK,0,82,164,187,1758219879156,1758219879344
getPopulationofCountry,Guatemala,3,,6340891,CACHE_HIT,0,0,0,0,1758219879346,1758219879346
getPopulationofCountry,Guatemala,3,,6340891,CACHE_HIT,0,0,0,0,1758219879348,1758219879348
getPopulationofCountry,Guatemala,3,,6340891,CACHE_HIT,0,0,0,0,1758219879350,1758219879350
getPopulationofCountry,Tajikistan,1,1,1907246,OK,0,82,164,194,1758219879352,1758219879547
getPopulationofCountry,Belgium,5,5,15411242,OK,0,83,165,192,1758219879548,1758219879741
getPopulationofCountry,Belgium,5,,15411242,CACHE_HIT,0,0,0,0,1758219879742,1758219879743
getPopulationofCountry,Belgium,4,4,15411242,OK,0,83,165,195,1758219879744,1758219879940
getPopulationofCountry,Peru,5,,21079844,CACHE_HIT,0,0,0,0,1758219879941,1758219879942
getPopulationofCountry,Palau,3,3,30376,OK,0,82,164,194,1758219879944,1758219880138
getPopulationofCountry,Comoros,5,5,361020,OK,0,82,165,195,1758219880140,1758219880336
getPopulationofCountry,Comoros,5,,361020,CACHE_HIT,0,0,0,0,1758219880338,1758219880338
getPopulationofCountry,Comoros,5,,361020,CACHE_HIT,0,0,0,0,1758219880340,1758219880341
getPopulationofCountry,Comoros,5,,361020,CACHE_HIT,0,0,0,0,1758219880342,1758219880343
getPopulationofCountry,Bhutan,1,,233433,CACHE_HIT,0,0,0,0,1758219880345,1758219880345
getPopulationofCountry,Seychelles,1,,48029,CACHE_HIT,0,0,0,0,1758219880348,1758219880348
getPopulationofCountry,Serbia,2,2,4803355,OK,0,81,162,190,1758219880350,1758219880540
getPopulationofCountry,Seychelles,4,4,48029,OK,0,82,163,186,1758219880541,1758219880727
getPopulationofCountry,Seychelles,4,,48029,CACHE_HIT,0,0,0,0,1758219880729,1758219880729
getPopulationofCountry,Honduras,1,1,3328228,OK,0,81,163,193,1758219880731,1758219880925
getPopulationofCountry,Serbia,5,5,4803355,OK,0,81,162,187,1758219880926,1758219881113
getPopulationofCountry,Serbia,5,,4803355,CACHE_HIT,0,0,0,0,1758219881114,1758219881114
getPopulationofCountry,Serbia,5,,4803355,CACHE_HIT,0,0,0,0,1758219881114,1758219881114
getPopulationofCountry,Honduras,2,,3328228,CACHE_HIT,0,0,0,0,1758219881118,1758219881118
getPopulationofCountry,Romania,4,4,24859223,OK,0,84,166,199,1758219881119,1758219881318
getPopulationofCountry,Romania,4,,24859223,CACHE_HIT,0,0,0,0,1758219881320,1758219881320
getPopulationofCountry,Bahamas,4,4,357957,OK,0,82,164,194,1758219881322,1758219881517
getPopulationofCountry,Guinea,1,1,4722032,OK,0,82,164,199,1758219881518,1758219881718
getPopulationofCountry,Tunisia,3,3,4896738,OK,0,82,164,201,1758219881719,1758219881921
getPopulationofCountry,Peru,1,1,21079844,OK,0,82,165,193,1758219881922,1758219882116
getPopulationofCountry,Peru,1,,21079844,CACHE_HIT,0,0,0,0,1758219882117,1758219882117
getPopulationofCountry,Peru,1,,21079844,CACHE_HIT,0,0,0,0,1758219882125,1758219882125
getPopulationofCountry,Peru,1,,21079844,CACHE_HIT,0,0,0,0,1758219882128,1758219882128
getPopulationofCountry,Tokelau,3,3,1070,OK,0,80,161,187,1758219882130,1758219882318
getPopulationofCountry,"French Guiana",3,3,189578,OK,0,82,163,186,1758219882318,1758219882505
getPopulationofCountry,"United States",1,1,266998322,OK,0,90,172,201,1758219882506,1758219882708
getPopulationofCountry,Pakistan,1,1,53608445,OK,0,82,164,192,1758219882709,1758219882903
getPopulationofCountry,Pakistan,1,,53608445,CACHE_HIT,0,0,0,0,1758219882904,1758219882904
getPopulationofCountry,Togo,4,4,1565638,OK,0,81,162,190,1758219882906,1758219883097
getPopulationofCountry,Suriname,1,1,316458,OK,0,82,163,188,1758219883098,1758219883287
getPopulationofCountry,Suriname,1,,316458,CACHE_HIT,0,0,0,0,1758219883289,1758219883289
getPopulationofCountry,Suriname,1,,316458,CACHE_HIT,0,0,0,0,1758219883290,1758219883291
getPopulationofCountry,Swaziland,4,4,276340,OK,0,81,163,194,1758219883293,1758219883487
getPopulationofCountry,Suriname,5,5,316458,OK,0,82,163,200,1758219883488,1758219883689
getPopulationofCountry,Suriname,5,,316458,CACHE_HIT,0,0,0,0,1758219883690,1758219883690
getPopulationofCountry,Brazil,5,5,134594036,OK,0,83,165,192,1758219883691,1758219883884
getPopulationofCountry,Bhutan,3,3,233433,OK,0,82,164,191,1758219883886,1758219884078
getPopulationofCountry,Thailand,1,1,16357414,OK,0,82,165,193,1758219884079,1758219884273
getPopulationofCountry,Belarus,2,2,7097388,OK,0,82,164,200,1758219884274,1758219884475
getPopulationofCountry,Belarus,2,,7097388,CACHE_HIT,0,0,0,0,1758219884476,1758219884477
getPopulationofCountry,Belarus,2,,7097388,CACHE_HIT,0,0,0,0,1758219884478,1758219884478
getPopulationofCountry,Belarus,2,,7097388,CACHE_HIT,0,0,0,0,1758219884480,1758219884481
getPopulationofCountry,Bhutan,1,,233433,CACHE_HIT,0,0,0,0,1758219884482,1758219884482
getPopulationofCountry,Turkey,4,4,63717971,OK,0,83,164,192,1758219884483,1758219884676
getPopulationofCountry,Greece,2,2,8833274,OK,0,82,164,193,1758219884677,1758219884871
getPopulationofCountry,Slovakia,3,3,3006587,OK,0,82,164,192,1758219884872,1758219885065
getPopulationofCountry,Slovakia,3,,3006587,CACHE_HIT,0,0,0,0,1758219885067,1758219885067
getPopulationofCountry,Switzerland,3,3,7375148,OK,0,80,162,189,1758219885068,1758219885258
getPopulationofCountry,Slovakia,2,2,3006587,OK,0,82,163,186,1758219885258,1758219885445
